,loudness,acousticness,tempo,energy,danceability
5188,-4.407,0.354,95.017,0.688,0.651
5190,-6.389,0.174,89.988,0.849,0.607
5192,-8.37,0.321,113.002,0.49,0.827
5194,-5.693,0.00892,83.996,0.701,0.464
5196,-18.064,0.257,92.718,0.373,0.671
5197,-5.628,0.361,82.017,0.556,0.501
5199,-3.859,0.00949,119.992,0.783,0.653
5201,-5.851,0.698,110.184,0.324,0.641
5202,-6.352,0.823,110.171,0.273,0.659
5204,-10.228,0.778,148.978,0.553,0.62
5205,-5.634,0.188,101.985,0.694,0.728
5207,-12.787,0.743,95.957,0.408,0.654
5210,-5.833,0.594,139.895,0.728,0.897
5212,-4.285,0.11,93.033,0.867,0.66
5213,-8.411,0.397,117.954,0.438,0.697
5214,-6.566,0.589,80.051,0.58,0.557
5217,-9.007,0.0533,100.021,0.618,0.724
5220,-3.079,0.0997,119.954,0.885,0.524
5221,-10.419,0.832,78.616,0.406,0.386
5223,-4.588,0.0411,131.99,0.819,0.72
5226,-4.893,0.0216,146.975,0.871,0.473
5227,-5.03,0.479,124.948,0.859,0.733
5228,-13.334,0.797,118.155,0.177,0.426
5229,-5.464,0.072,107.967,0.734,0.813
5231,-6.765,0.0532,111.993,0.644,0.761
5232,-5.253,0.00202,160.061,0.777,0.732
5234,-2.89,0.0173,126.977,0.909,0.774
5235,-7.051,0.164,144.954,0.984,0.645
5236,-3.288,0.0699,75.013,0.808,0.636
5237,-5.749,0.0586,108.045,0.639,0.578
5241,-6.66,0.0421,99.955,0.763,0.571
5242,-3.213,0.00112,139.982,0.925,0.581
5243,-10.098,0.0536,152.04,0.49,0.481
5244,-7.177,0.272,142.087,0.488,0.665
5246,-2.04,0.0386,128.073,0.864,0.591
5247,-7.045,0.00527,115.968,0.678,0.607
5248,-4.874,0.00887,125.946,0.811,0.572
5249,-5.766,0.0411,89.957,0.834,0.603
5250,-6.316,0.0976,149.975,0.709,0.699
5252,-4.188,0.0584,90.246,0.567,0.617
5255,-7.066,0.126,89.971,0.7,0.74
5256,-5.821,0.755,114.697,0.524,0.765
5257,-7.064,0.922,119.93,0.264,0.422
5258,-6.097,0.00886,75.035,0.557,0.54
5259,-3.48,0.0719,103.026,0.975,0.683
5261,-5.294,0.184,139.961,0.792,0.664
5262,-5.926,0.349,83.782,0.781,0.483
5265,-11.32,0.249,108.016,0.434,0.453
5267,-15.505,0.656,120.018,0.354,0.741
5274,-7.343,0.185,92.089,0.574,0.625
5275,-12.565,0.798,86.664,0.274,0.549
5276,-4.493,0.539,88.011,0.659,0.673
5277,-2.579,0.338,115.015,0.959,0.792
5280,-13.057,0.447,81.563,0.437,0.32
5281,-3.292,0.16,123.999,0.759,0.702
5282,-8.116,0.128,169.786,0.596,0.551
5283,-7.746,0.401,139.903,0.592,0.722
5286,-10.872,0.0919,102.804,0.532,0.605
5287,-7.452,0.165,102.824,0.812,0.69
5288,-8.117,0.149,79.381,0.588,0.567
5291,-7.099,0.0154,81.067,0.514,0.617
5292,-5.398,0.0849,99.956,0.699,0.616
5293,-4.494,0.0209,164.003,0.714,0.727
5295,-5.687,0.655,83.048,0.522,0.636
5296,-6.425,0.0145,72.498,0.559,0.559
5301,-5.351,0.00137,128.015,0.914,0.593
5302,-3.089,0.000734,76.998,0.961,0.572
5303,-6.073,0.458,120.017,0.708,0.744
5304,-6.614,0.49,77.053,0.639,0.526
5306,-5.377,0.701,86.004,0.634,0.676
5307,-5.189,0.0198,125.014,0.724,0.648
5308,-8.532,0.695,122.769,0.537,0.445
5311,-8.026,0.181,115.884,0.538,0.686
5313,-6.931,0.0947,104.541,0.624,0.597
5314,-3.953,0.0364,106.93,0.797,0.628
5316,-9.018,0.0194,94.473,0.467,0.369
5317,-4.316,0.00498,128.08,0.648,0.66
5318,-6.12,0.363,118.008,0.74,0.593
5321,-8.018,0.254,128.776,0.532,0.445
5324,-7.142,0.0128,138.518,0.82,0.479
5329,-7.657,0.714,139.324,0.578,0.632
5331,-6.763,0.000101,120.012,0.778,0.564
5333,-6.987,0.0187,112.112,0.605,0.767
5334,-5.45,0.0302,104.969,0.723,0.703
5335,-3.84,0.108,74.983,0.699,0.523
5338,-8.052,0.309,147.498,0.67,0.468
5341,-5.178,0.159,146.015,0.681,0.437
5342,-5.338,0.342,173.93,0.731,0.52
5343,-13.751,0.845,136.112,0.174,0.529
5344,-3.382,0.0811,139.691,0.873,0.571
5345,-5.362,0.365,123.829,0.45,0.331
5350,-9.4,0.866,169.917,0.444,0.548
5352,-9.554,0.00436,82.054,0.426,0.402
5353,-5.926,0.777,91.921,0.415,0.813
5354,-5.579,0.73,92.043,0.484,0.731
5359,-7.068,0.0472,99.808,0.561,0.471
5362,-4.586,0.109,100.066,0.613,0.775
5365,-18.412,0.947,80.037,0.144,0.666
5366,-5.849,0.0784,143.804,0.689,0.498
5367,-6.184,0.239,134.966,0.529,0.6
5369,-6.272,0.708,119.999,0.508,0.698
5371,-7.073,0.221,98.003,0.871,0.698
5373,-12.668,0.819,104.743,0.28,0.445
5374,-5.535,0.0813,105.483,0.582,0.552
5375,-5.535,0.0813,105.483,0.582,0.552
5376,-5.878,0.015,149.982,0.591,0.707
5380,-7.03,0.726,72.522,0.35,0.626
5381,-5.47,0.0293,161.99,0.665,0.67
5382,-4.386,0.0169,120.005,0.864,0.658
5383,-4.638,0.0031,88.712,0.825,0.497
5384,-1.689,0.0348,120.027,0.913,0.781
5386,-1.56,0.0333,149.954,0.977,0.698
5387,-4.118,0.000922,150.063,0.866,0.615
5388,-3.386,0.0164,123.035,0.84,0.886
5389,-8.015,0.157,150.027,0.706,0.844
5390,-6.24,0.149,93.009,0.77,0.725
5391,-4.798,2.16e-05,76.521,0.996,0.45
5392,-2.092,0.0104,169.996,0.929,0.678
5394,-6.932,0.334,109.946,0.664,0.766
5398,-4.45,0.0143,110.006,0.972,0.585
5399,-6.348,0.308,119.986,0.51,0.635
5401,-7.043,0.857,80.088,0.539,0.658
5402,-7.895,0.768,127.395,0.447,0.443
5403,-8.937,0.838,67.018,0.35,0.537
5404,-8.367,0.313,117.292,0.724,0.489
5405,-17.075,0.408,117.652,0.369,0.293
5406,-4.883,0.00315,153.067,0.749,0.464
5407,-7.788,0.0189,124.431,0.876,0.623
5408,-3.72,0.0921,120.968,0.907,0.73
5411,-16.305,0.742,119.952,0.255,0.681
5414,-7.554,0.313,124.047,0.729,0.771
5415,-4.477,0.0318,107.015,0.648,0.636
5417,-9.003,0.593,104.05,0.538,0.569
5418,-3.166,0.0111,79.603,0.661,0.508
5420,-6.352,0.402,100.067,0.666,0.758
5421,-4.02,0.351,116.987,0.574,0.822
5422,-5.118,0.0149,139.991,0.978,0.666
5424,-11.446,0.949,79.93,0.256,0.589
5425,-6.179,0.522,115.999,0.662,0.834
5426,-6.179,0.522,115.999,0.662,0.834
5428,-4.828,0.808,102.653,0.679,0.709
5429,-3.745,0.0451,126.011,0.893,0.807
5430,-7.943,0.0894,124.983,0.68,0.801
5432,-9.718,0.635,143.439,0.346,0.624
5433,-2.75,0.128,149.991,0.961,0.701
5435,-3.755,0.00314,119.001,0.921,0.696
5436,-5.606,0.0558,130.11,0.655,0.643
5437,-8.165,0.431,97.988,0.496,0.796
5439,-2.228,0.24,106.021,0.932,0.806
5440,-7.964,0.409,108.819,0.273,0.363
5441,-16.491,0.8,72.749,0.212,0.482
5443,-4.508,0.0532,99.881,0.885,0.629
5448,-4.132,0.0866,154.009,0.909,0.61
5450,-3.391,0.00489,122.987,0.886,0.794
5451,-8.367,0.256,127.089,0.52,0.661
5452,-2.302,0.0145,110.026,0.972,0.716
5453,-6.829,0.713,116.0,0.489,0.657
5454,-2.656,0.14,80.949,0.911,0.723
5456,-8.643,0.0267,144.981,0.846,0.693
5457,-13.553,0.015,137.145,0.691,0.548
5458,-4.894,0.0661,105.02,0.941,0.624
5459,-13.097,0.897,95.022,0.23,0.682
5461,-6.319,0.697,126.684,0.586,0.553
5462,-3.506,0.299,95.95,0.854,0.725
5465,-8.273,0.434,103.994,0.636,0.63
5473,-6.146,0.843,110.252,0.41,0.416
5474,-4.472,0.251,132.077,0.696,0.727
5476,-4.577,0.0668,117.048,0.826,0.578
5477,-6.067,0.0187,120.558,0.666,0.675
5478,-6.075,0.15,130.009,0.661,0.762
5482,-5.483,0.0377,99.048,0.676,0.713
5483,-4.126,0.0079,128.003,0.833,0.628
5484,-9.765,0.0766,75.002,0.339,0.581
5485,-2.878,0.0197,129.943,0.92,0.717
5489,-8.398,0.792,122.666,0.441,0.44
5492,-4.858,0.604,111.881,0.575,0.459
5493,-4.808,0.127,134.002,0.8,0.714
5494,-6.66,0.497,120.315,0.489,0.595
5495,-10.109,0.297,170.04,0.579,0.773
5498,-5.312,0.722,112.992,0.665,0.724
5502,-11.611,0.0584,89.621,0.466,0.598
5503,-3.764,0.00322,129.951,0.914,0.811
5504,-2.61,0.119,93.895,0.815,0.552
5505,-2.392,0.0591,100.012,0.902,0.673
5506,-5.247,0.395,144.981,0.714,0.576
5507,-2.986,0.0227,118.491,0.877,0.652
5509,-10.278,0.0765,97.949,0.552,0.596
5510,-10.581,0.402,99.941,0.461,0.703
5511,-7.053,0.427,99.953,0.55,0.677
5512,-5.077,0.0018,110.054,0.671,0.717
5514,-3.164,0.0498,150.131,0.782,0.536
5515,-8.16,0.914,100.205,0.4,0.557
5516,-5.577,0.0195,90.053,0.701,0.699
5517,-7.002,0.53,127.987,0.789,0.756
5518,-7.545,0.0514,155.026,0.617,0.773
5520,-4.739,0.594,94.037,0.563,0.704
5523,-3.452,0.0948,109.997,0.926,0.66
5525,-11.588,0.47,86.542,0.661,0.697
5526,-5.543,0.111,139.624,0.818,0.335
5527,-4.584,0.0219,138.956,0.848,0.677
5529,-5.279,0.0668,75.014,0.604,0.693
5531,-5.574,0.43,170.209,0.779,0.59
5532,-3.587,0.397,104.022,0.876,0.706
5535,-8.129,0.459,76.865,0.453,0.607
5539,-6.066,0.0834,112.035,0.529,0.755
5543,-10.931,0.455,171.846,0.375,0.584
5544,-6.433,0.279,139.923,0.491,0.449
5546,-8.167,0.0593,106.47,0.687,0.822
5547,-4.284,0.064,121.976,0.586,0.686
5548,-15.758,0.92,95.839,0.178,0.374
5549,-3.057,0.12,163.842,0.91,0.468
5550,-6.109,0.358,93.345,0.712,0.354
5551,-4.832,0.771,114.058,0.674,0.523
5556,-7.505,0.06,110.019,0.701,0.688
5557,-7.047,0.000173,105.046,0.708,0.603
5558,-2.849,0.0277,105.976,0.771,0.678
5561,-8.994,0.0158,166.915,0.649,0.309
5562,-6.96,0.0336,95.091,0.736,0.631
5566,-8.43,0.54,93.933,0.415,0.761
5567,-5.692,0.299,121.932,0.54,0.695
5568,-9.369,0.675,83.924,0.552,0.583
5569,-7.264,0.518,90.773,0.565,0.394
5570,-9.275,0.018,116.961,0.38,0.617
5571,-11.394,0.86,93.309,0.229,0.51
5572,-3.836,0.046,139.922,0.83,0.595
5573,-8.779,0.189,73.016,0.453,0.547
5576,-8.555,0.83,80.045,0.454,0.677
5578,-6.359,0.241,81.991,0.454,0.575
5582,-4.014,0.2,162.093,0.853,0.637
5583,-12.623,0.897,105.165,0.221,0.732
5584,-2.166,0.0947,94.516,0.928,0.34
5586,-7.032,0.1,79.641,0.605,0.518
5587,-6.833,0.00692,78.68,0.591,0.55
5589,-6.8,0.109,169.476,0.759,0.497
5590,-9.96,0.647,130.074,0.349,0.828
5592,-9.208,0.538,89.937,0.623,0.532
5593,-3.919,0.0314,160.009,0.864,0.636
5596,-11.884,0.305,138.925,0.431,0.692
5597,-5.153,0.334,129.874,0.526,0.8
5598,-4.844,0.0233,81.567,0.589,0.651
5599,-15.148,0.976,75.522,0.143,0.356
5601,-5.223,0.141,150.091,0.663,0.765
5603,-8.973,0.805,129.981,0.266,0.597
5606,-6.446,0.0311,123.999,0.526,0.672
5607,-9.502,0.69,121.809,0.625,0.588
5608,-5.614,0.362,169.953,0.755,0.638
5609,-9.987,0.827,126.243,0.319,0.647
5610,-7.827,0.449,149.821,0.576,0.646
5613,-5.824,0.472,82.561,0.595,0.644
5614,-8.588,0.537,130.033,0.581,0.613
5615,-9.167,0.457,171.876,0.612,0.565
5617,-8.13,0.864,144.104,0.494,0.562
5618,-14.413,0.927,93.909,0.259,0.661
5619,-7.38,0.78,78.546,0.575,0.627
5620,-5.763,0.0516,97.974,0.635,0.665
5621,-5.547,0.00916,130.005,0.666,0.781
5622,-18.214,0.92,92.018,0.121,0.586
5623,-4.797,0.12,94.013,0.774,0.709
5624,-5.054,0.125,145.993,0.776,0.661
5627,-11.313,0.782,119.901,0.406,0.68
5628,-5.501,0.0263,81.983,0.446,0.589
5630,-12.735,0.872,118.492,0.212,0.503
5633,-7.658,0.0334,94.024,0.736,0.646
5634,-10.106,0.69,64.247,0.206,0.349
5636,-6.537,0.697,132.251,0.536,0.612
5637,-8.846,0.38,138.059,0.459,0.629
5641,-2.22,0.0316,147.853,0.681,0.485
5644,-8.899,0.051,100.044,0.64,0.766
5645,-6.633,0.0775,96.024,0.664,0.788
5647,-3.264,0.04,99.031,0.955,0.462
5650,-5.044,0.442,110.978,0.615,0.793
5651,-7.704,0.216,109.954,0.433,0.754
5652,-6.041,0.131,112.074,0.626,0.723
5655,-7.473,0.731,160.07,0.593,0.735
5656,-11.141,0.845,109.239,0.436,0.656
5657,-9.021,0.789,148.009,0.391,0.524
5659,-9.954,0.81,119.654,0.25,0.642
5661,-8.81,0.768,143.875,0.431,0.561
5663,-6.935,0.601,144.21,0.444,0.484
5664,-8.247,0.765,104.952,0.389,0.691
5665,-6.655,0.132,148.869,0.596,0.71
5667,-6.983,0.697,95.072,0.528,0.794
5668,-8.501,0.0356,129.951,0.531,0.793
5669,-4.704,0.023,106.032,0.848,0.815
5671,-5.889,0.371,144.961,0.816,0.614
5672,-8.529,0.578,93.17,0.45,0.415
5673,-8.529,0.578,93.17,0.45,0.415
5675,-8.964,0.00772,138.023,0.371,0.76
5676,-7.065,0.306,96.001,0.388,0.65
5677,-6.464,0.144,158.061,0.746,0.57
5680,-7.174,0.572,144.565,0.383,0.519
5681,-8.914,0.242,136.029,0.415,0.74
5682,-3.28,0.0261,89.977,0.685,0.55
5690,-12.053,0.828,147.965,0.497,0.607
5692,-7.305,0.452,94.992,0.547,0.809
5694,-10.818,0.94,120.132,0.376,0.746
5697,-3.036,0.0264,121.086,0.732,0.744
5698,-12.309,0.0577,122.031,0.509,0.723
5699,-5.336,0.0466,101.024,0.778,0.71
5700,-8.834,0.658,139.859,0.478,0.649
5701,-13.311,0.753,142.875,0.275,0.468
5703,-9.574,0.612,97.032,0.454,0.7
5706,-7.825,0.41,149.993,0.573,0.626
5707,-5.044,0.335,166.928,0.664,0.563
5708,-3.586,0.00127,124.937,0.97,0.81
5709,-7.567,0.0874,121.955,0.491,0.818
5710,-3.588,0.0204,125.077,0.785,0.704
5711,-4.037,0.099,123.019,0.722,0.798
5712,-10.733,0.87,122.079,0.334,0.559
5713,-8.788,0.824,139.845,0.338,0.462
5714,-7.062,0.0346,83.509,0.4,0.73
5716,-7.961,0.274,160.004,0.605,0.733
5717,-6.221,0.278,127.052,0.392,0.909
5718,-7.539,0.181,119.983,0.54,0.8
5719,-9.446,0.331,121.964,0.396,0.681
5720,-8.914,0.337,143.121,0.465,0.543
5722,-10.194,0.365,85.898,0.361,0.359
5723,-12.199,0.904,100.092,0.311,0.611
5724,-11.137,0.891,75.96,0.335,0.496
5725,-5.82,0.434,91.973,0.596,0.794
5726,-3.512,0.0995,90.021,0.683,0.623
5728,-11.152,0.893,82.878,0.209,0.347
5729,-4.152,0.236,155.935,0.639,0.459
5730,-14.13,0.768,169.913,0.225,0.724
5733,-8.737,0.815,120.005,0.28,0.641
5734,-8.737,0.815,120.005,0.28,0.641
5735,-9.343,0.771,154.163,0.359,0.535
5736,-5.737,0.0106,139.972,0.704,0.666
5738,-5.05,0.652,150.073,0.522,0.637
5740,-7.275,0.0273,115.935,0.544,0.706
5743,-7.512,0.0387,124.075,0.726,0.668
5745,-8.206,0.0604,94.054,0.451,0.607
5746,-15.494,0.951,118.589,0.193,0.575
5747,-7.859,0.00383,92.025,0.695,0.675
5751,-4.317,0.677,169.982,0.629,0.807
5754,-5.006,0.0416,103.103,0.838,0.621
5755,-11.973,0.845,94.853,0.29,0.677
5756,-8.755,0.611,144.871,0.5,0.63
5757,-5.45,0.481,139.751,0.694,0.58
5758,-5.613,0.144,82.992,0.628,0.666
5766,-7.113,0.147,149.125,0.544,0.674
5767,-5.918,0.0263,110.999,0.798,0.621
5768,-17.212,0.697,142.912,0.28,0.739
5769,-9.501,0.756,75.011,0.471,0.716
5770,-6.214,0.0106,129.897,0.664,0.524
5771,-9.832,0.529,123.851,0.45,0.616
5772,-12.716,0.463,123.996,0.347,0.521
5774,-6.334,0.198,163.929,0.575,0.695
5776,-14.475,0.0099,161.76,0.546,0.544
5777,-7.98,0.807,100.102,0.552,0.669
5778,-4.449,0.0196,141.944,0.723,0.708
5779,-8.384,0.391,88.008,0.654,0.542
5780,-6.354,0.0811,171.997,0.68,0.474
5781,-5.807,0.000291,122.031,0.703,0.591
5783,-8.688,0.399,78.244,0.636,0.576
5785,-8.324,0.645,145.022,0.56,0.723
5786,-4.72,0.0036,163.97,0.643,0.484
5788,-5.346,0.074,143.036,0.538,0.628
5793,-7.68,0.0166,138.054,0.404,0.639
5794,-7.846,0.0151,138.065,0.392,0.642
5800,-9.376,0.0188,129.399,0.396,0.646
5801,-7.064,0.153,114.988,0.677,0.686
5803,-10.109,0.934,115.284,0.296,0.351
5804,-8.18,0.432,117.901,0.494,0.752
5807,-8.421,0.597,156.995,0.533,0.641
5809,-3.827,0.437,105.137,0.609,0.623
5810,-5.721,0.000674,161.104,0.792,0.608
5811,-4.594,0.0488,100.041,0.679,0.742
5812,-4.816,0.0204,117.97,0.592,0.617
5813,-13.501,0.808,126.072,0.206,0.734
5814,-9.751,0.847,90.046,0.605,0.677
5815,-7.991,0.856,84.882,0.281,0.705
5816,-7.461,0.0426,171.349,0.855,0.544
5817,-8.864,0.199,101.922,0.486,0.754
5819,-11.257,0.627,92.031,0.501,0.735
5821,-4.98,0.568,79.973,0.707,0.565
5824,-5.134,0.00473,124.939,0.675,0.731
5825,-7.966,0.241,159.964,0.521,0.643
5828,-10.488,0.201,115.087,0.517,0.821
5829,-7.264,0.465,78.949,0.454,0.579
5830,-6.631,0.0992,101.026,0.74,0.658
5832,-14.561,0.627,75.025,0.346,0.689
5834,-14.509,0.744,151.659,0.291,0.569
5839,-7.647,0.475,119.948,0.545,0.788
5841,-6.348,0.417,89.827,0.521,0.458
5842,-5.988,0.372,102.029,0.579,0.734
5846,-11.229,0.243,99.073,0.46,0.742
5849,-4.998,0.0847,154.937,0.741,0.656
5851,-5.719,0.0633,159.987,0.527,0.515
5852,-15.855,0.883,110.421,0.108,0.569
5853,-4.771,0.468,144.015,0.802,0.737
5857,-2.842,0.0262,84.947,0.888,0.403
5859,-12.63,0.742,139.971,0.264,0.704
5860,-13.952,0.791,119.908,0.474,0.58
5861,-6.098,0.00663,97.019,0.712,0.717
5862,-5.905,0.318,140.013,0.593,0.666
5864,-10.513,0.103,100.004,0.407,0.744
5865,-8.006,0.137,136.014,0.622,0.741
5866,-6.136,0.124,159.801,0.52,0.585
5869,-6.975,0.225,130.03,0.539,0.862
5870,-6.068,0.32,155.08,0.593,0.64
5871,-15.138,0.736,140.591,0.119,0.448
5873,-9.561,0.902,92.016,0.415,0.71
5876,-8.295,0.551,79.963,0.338,0.667
5877,-4.33,0.296,105.01,0.448,0.822
5880,-7.157,0.454,80.003,0.534,0.55
5882,-8.364,0.685,126.943,0.421,0.732
5883,-8.902,0.817,90.003,0.431,0.658
5884,-8.079,0.595,104.991,0.364,0.589
5885,-6.279,0.597,85.042,0.423,0.68
5886,-10.636,0.817,92.999,0.41,0.753
5889,-5.366,0.0193,97.0,0.794,0.596
5890,-12.924,0.615,109.904,0.299,0.434
5891,-8.721,0.0899,106.871,0.525,0.679
5892,-8.088,0.764,111.588,0.578,0.535
5894,-5.938,0.083,154.626,0.836,0.506
5895,-7.992,0.744,118.057,0.469,0.772
5897,-7.621,0.233,145.156,0.523,0.521
5900,-5.664,0.00939,150.032,0.79,0.622
5901,-8.317,0.435,138.035,0.353,0.776
5902,-9.016,0.112,83.97,0.524,0.653
5904,-7.883,0.42,108.026,0.408,0.703
5906,-6.038,0.0101,110.066,0.596,0.674
5907,-9.687,0.777,152.067,0.402,0.579
5910,-12.499,0.732,77.971,0.202,0.441
5913,-4.603,0.578,109.991,0.474,0.707
5916,-7.979,0.134,91.361,0.5,0.32
5917,-6.145,0.237,81.943,0.706,0.754
5918,-5.041,0.0279,160.182,0.881,0.572
5919,-5.678,0.0156,80.029,0.704,0.544
5924,-3.852,0.196,100.012,0.756,0.563
5925,-8.061,0.0829,96.02,0.465,0.691
5926,-5.889,0.0914,84.983,0.495,0.719
5928,-3.527,0.175,126.007,0.91,0.706
5929,-3.207,0.207,147.308,0.944,0.654
5934,-10.219,0.651,82.465,0.449,0.682
5935,-6.643,0.00956,150.027,0.526,0.64
5936,-8.575,0.835,75.013,0.199,0.74
5937,-5.649,0.0943,94.966,0.663,0.769
5938,-16.379,0.932,132.997,0.221,0.456
5939,-12.808,0.113,129.96,0.366,0.566
5940,-12.599,0.9,102.607,0.122,0.505
5943,-9.026,0.571,131.768,0.355,0.757
5945,-14.084,0.978,82.642,0.111,0.367
5946,-9.295,0.816,129.958,0.453,0.626
5947,-11.111,0.812,137.911,0.364,0.561
5949,-12.35,0.904,136.063,0.265,0.766
5950,-4.833,0.16,101.134,0.783,0.685
5952,-6.154,0.0232,114.99,0.495,0.802
5955,-7.78,0.282,106.974,0.435,0.783
5957,-9.389,0.785,124.148,0.373,0.667
5958,-11.178,0.358,109.9,0.488,0.591
5960,-7.011,0.163,137.027,0.582,0.665
5961,-4.125,0.334,153.95,0.711,0.383
5963,-9.198,0.173,155.908,0.435,0.358
5969,-4.183,0.0123,127.008,0.883,0.877
5972,-5.033,0.578,154.06,0.76,0.683
5973,-4.255,0.222,132.078,0.951,0.631
5974,-7.676,0.0377,142.926,0.658,0.822
5975,-8.819,0.199,140.045,0.613,0.825
5976,-5.333,0.193,95.026,0.77,0.625
5990,-5.325,0.138,88.018,0.684,0.683
5992,-2.685,1.03e-05,91.481,0.934,0.436
5993,-2.617,0.0141,129.981,0.955,0.572
5994,-5.022,0.245,159.893,0.768,0.669
5995,-2.303,0.00198,139.962,0.922,0.564
5997,-3.852,0.0545,130.024,0.873,0.687
5998,-8.365,0.603,95.995,0.493,0.611
5999,-2.427,0.144,122.992,0.94,0.658
6000,-7.059,0.0871,98.012,0.538,0.63
6004,-14.911,0.0464,159.919,0.484,0.72
6009,-8.811,0.000132,154.953,0.934,0.48
6019,-11.127,0.0202,120.081,0.652,0.557
6026,-11.113,0.372,80.057,0.442,0.365
6028,-7.53,0.744,125.922,0.535,0.685
6030,-5.287,0.184,127.92,0.707,0.68
6033,-4.46,0.00946,99.988,0.756,0.654
6037,-4.304,0.0186,78.324,0.678,0.552
6038,-2.628,5.82e-06,93.984,0.931,0.428
6040,-6.814,0.426,119.968,0.498,0.694
6041,-5.272,0.0686,147.974,0.857,0.613
6044,-6.883,0.115,119.924,0.738,0.615
6048,-6.02,0.0301,147.589,0.582,0.443
6050,-9.208,0.252,132.971,0.408,0.832
6051,-6.678,0.854,112.867,0.3,0.824
6053,-4.113,0.0133,115.27,0.85,0.585
6056,-9.035,0.00368,92.012,0.482,0.798
6057,-10.193,0.0765,113.256,0.641,0.774
6059,-9.444,0.0951,120.151,0.572,0.505
6060,-5.934,0.00146,171.005,0.73,0.514
6062,-9.286,0.188,147.974,0.805,0.713
6063,-2.337,0.133,89.948,0.793,0.599
6065,-6.694,0.435,89.915,0.529,0.593
6066,-4.547,0.083,75.192,0.896,0.358
6068,-8.644,0.00627,141.972,0.783,0.584
6069,-8.658,0.516,145.824,0.586,0.607
6073,-2.973,0.00168,98.01,0.975,0.507
6074,-7.86,0.15,114.031,0.501,0.64
6075,-8.386,0.524,82.991,0.598,0.56
6076,-11.471,0.259,128.007,0.969,0.822
6081,-8.321,0.033,82.515,0.816,0.558
6082,-7.034,0.454,149.967,0.611,0.746
6083,-7.909,0.207,99.034,0.554,0.774
6085,-5.849,0.00385,139.948,0.861,0.697
6086,-5.433,0.245,125.954,0.6,0.834
6087,-4.507,0.00805,157.462,0.938,0.431
6088,-6.658,0.781,95.177,0.409,0.54
6089,-8.698,0.376,91.942,0.468,0.73
6090,-5.294,0.45,96.915,0.875,0.59
6091,-4.219,0.159,104.032,0.827,0.782
6092,-7.484,0.236,106.994,0.655,0.741
6093,-7.262,0.0617,92.985,0.645,0.552
6094,-3.67,0.0201,114.061,0.75,0.772
6096,-12.029,0.0064,97.236,0.575,0.349
6097,-9.299,0.0621,139.977,0.838,0.696
6100,-4.296,0.22,130.448,0.817,0.656
6102,-12.695,0.896,119.959,0.318,0.614
6104,-8.598,0.723,120.008,0.332,0.619
6107,-6.754,0.254,91.031,0.769,0.594
6108,-4.593,0.127,125.989,0.955,0.707
6110,-4.095,0.00552,167.06,0.682,0.496
6111,-2.821,0.145,148.913,0.665,0.367
6112,-3.963,0.161,125.994,0.863,0.631
6113,-7.579,0.224,143.982,0.578,0.817
6114,-4.761,0.0933,119.947,0.862,0.645
6116,-6.019,0.0358,96.976,0.55,0.717
6118,-9.968,0.247,135.88,0.745,0.695
6120,-5.262,0.182,134.997,0.589,0.782
6121,-3.434,0.167,113.011,0.729,0.73
6122,-14.228,0.907,144.071,0.151,0.402
6123,-11.6,0.962,113.61,0.103,0.63
6125,-5.652,0.223,122.031,0.72,0.789
6126,-5.218,0.108,100.021,0.849,0.579
6127,-5.664,0.024,164.019,0.961,0.362
6133,-7.299,0.096,150.093,0.658,0.615
6134,-8.11,0.12,95.508,0.517,0.617
6136,-3.676,0.0691,98.007,0.752,0.654
6137,-4.774,0.164,139.988,0.619,0.495
6141,-6.85,0.451,141.869,0.637,0.434
6142,-2.052,0.0563,134.0,0.583,0.83
6143,-3.54,0.163,134.005,0.538,0.76
6144,-3.836,0.232,111.083,0.802,0.654
6147,-6.43,0.0556,141.95,0.732,0.562
6149,-10.72,0.0918,81.006,0.415,0.683
6152,-3.989,0.135,157.887,0.803,0.526
6153,-11.816,0.517,158.706,0.65,0.608
6154,-6.26,0.223,100.024,0.611,0.854
6158,-4.725,0.0134,146.0,0.803,0.541
6159,-4.725,0.0134,146.0,0.803,0.541
6160,-2.859,0.0219,146.041,0.928,0.53
6161,-5.123,0.000219,158.024,0.856,0.495
6162,-8.303,0.0846,127.812,0.455,0.717
6163,-7.454,0.217,102.931,0.463,0.855
6164,-6.748,0.000289,105.022,0.852,0.683
6166,-3.991,0.0273,130.032,0.728,0.527
6167,-4.504,0.497,86.957,0.769,0.552
6168,-5.574,0.0911,125.052,0.84,0.785
6171,-16.903,0.72,89.968,0.285,0.55
6174,-6.632,0.436,155.936,0.655,0.627
6175,-5.007,0.315,86.921,0.772,0.555
6176,-3.474,0.000247,132.059,0.922,0.617
6178,-8.097,0.561,129.982,0.275,0.825
6179,-8.753,0.044,113.968,0.554,0.846
6180,-5.35,0.000949,117.001,0.713,0.597
6183,-4.981,0.325,171.129,0.694,0.427
6185,-4.041,0.385,88.084,0.613,0.7
6186,-8.56,0.31,115.326,0.691,0.42
6188,-7.207,0.146,108.103,0.658,0.718
6191,-10.941,0.29,135.99,0.355,0.73
6192,-7.642,0.0657,84.654,0.525,0.739
6194,-4.873,0.000636,103.212,0.965,0.552
6198,-9.243,0.819,72.083,0.293,0.478
6200,-5.446,0.181,95.977,0.978,0.684
