,loudness,acousticness,tempo,energy,danceability
6202,-3.822,0.156,134.932,0.859,0.696
6203,-3.584,0.0686,108.0,0.911,0.615
6204,-8.343,0.104,100.009,0.295,0.813
6205,-10.459,0.171,114.04,0.593,0.804
6206,-6.242,0.358,100.087,0.689,0.57
6207,-4.771,0.591,120.055,0.448,0.794
6214,-10.64,0.27,109.967,0.437,0.745
6215,-8.772,0.0144,124.003,0.828,0.661
6217,-4.303,0.372,144.966,0.539,0.775
6218,-11.299,0.869,154.92,0.455,0.568
6220,-8.212,0.57,78.083,0.407,0.688
6221,-3.052,0.0304,91.519,0.85,0.763
6224,-5.6,0.204,104.01,0.696,0.585
6225,-8.421,0.0145,141.819,0.3,0.567
6227,-4.419,0.016,99.987,0.891,0.623
6228,-5.818,0.22,162.983,0.704,0.639
6229,-8.56,0.484,85.042,0.178,0.643
6230,-6.164,0.308,107.969,0.543,0.696
6232,-18.717,0.894,109.986,0.128,0.522
6241,-12.783,0.623,93.252,0.264,0.628
6242,-11.045,0.281,75.065,0.295,0.652
6243,-12.649,0.119,110.522,0.709,0.705
6244,-5.661,0.536,136.055,0.794,0.796
6251,-4.494,0.0788,121.968,0.832,0.83
6252,-7.134,0.843,104.998,0.515,0.853
6254,-8.815,0.13,153.119,0.628,0.574
6257,-4.593,0.225,91.018,0.59,0.492
6260,-10.635,0.726,149.6,0.456,0.506
6261,-5.295,0.346,141.971,0.683,0.518
6262,-4.22,0.0177,125.874,0.947,0.728
6265,-7.761,0.0826,110.005,0.759,0.672
6266,-5.609,0.00618,114.969,0.825,0.75
6267,-4.868,0.0232,135.007,0.834,0.461
6272,-1.248,0.0529,123.038,0.852,0.574
6274,-9.169,0.0884,119.933,0.481,0.693
6276,-8.98,0.796,97.281,0.396,0.729
6280,-6.86,0.064,82.019,0.747,0.816
6283,-14.632,0.393,97.074,0.531,0.639
6285,-5.604,0.195,85.036,0.705,0.621
6286,-8.128,0.242,122.043,0.665,0.829
6287,-4.099,0.438,116.959,0.753,0.784
6288,-7.328,0.563,169.81,0.595,0.597
6289,-10.343,0.00683,131.008,0.682,0.633
6291,-17.139,0.941,120.198,0.115,0.624
6294,-6.489,0.518,118.692,0.604,0.698
6295,-4.864,0.0449,125.963,0.562,0.708
6297,-6.865,0.0169,92.871,0.64,0.594
6298,-6.923,0.0298,121.991,0.78,0.728
6299,-11.795,0.175,126.975,0.711,0.771
6300,-4.924,0.0599,89.949,0.788,0.592
6301,-6.785,0.0131,123.042,0.535,0.749
6302,-3.516,0.017,120.029,0.945,0.645
6303,-6.1,0.216,92.008,0.659,0.771
6304,-6.081,0.141,118.026,0.68,0.78
6305,-6.081,0.141,118.026,0.68,0.78
6306,-6.709,0.262,135.494,0.911,0.574
6307,-4.915,0.303,111.933,0.729,0.371
6308,-6.388,0.0336,108.245,0.782,0.655
6310,-9.768,0.23,91.769,0.574,0.617
6317,-4.371,0.0632,90.405,0.821,0.371
6320,-9.282,0.706,169.93,0.494,0.412
6321,-6.904,0.2,89.99,0.738,0.834
6323,-7.388,0.0735,90.009,0.674,0.609
6325,-6.349,0.0265,145.957,0.695,0.512
6326,-3.908,0.000278,127.066,0.934,0.417
6329,-5.367,0.475,132.741,0.585,0.507
6330,-2.971,0.149,81.984,0.747,0.63
6331,-11.106,0.857,80.242,0.318,0.559
6333,-3.809,0.00988,145.111,0.985,0.637
6334,-10.781,0.748,82.007,0.373,0.472
6335,-10.577,0.851,144.164,0.243,0.437
6336,-8.387,0.101,94.023,0.283,0.895
6337,-15.15,0.899,111.787,0.116,0.492
6338,-14.145,0.801,144.73,0.196,0.435
6339,-4.85,0.00507,111.988,0.824,0.788
6340,-4.689,0.0384,102.071,0.791,0.72
6342,-15.06,0.857,139.585,0.251,0.605
6343,-6.765,0.228,151.393,0.775,0.536
6347,-3.727,0.0743,128.094,0.818,0.844
6349,-3.814,0.0167,150.086,0.904,0.572
6350,-3.991,0.0012,91.977,0.785,0.583
6351,-6.428,0.098,149.916,0.505,0.501
6352,-16.182,0.967,123.999,0.107,0.692
6353,-7.226,0.673,154.0,0.549,0.633
6357,-3.911,0.0283,127.966,0.869,0.616
6358,-4.1,0.0262,111.976,0.875,0.701
6360,-11.848,0.699,69.88,0.308,0.527
6365,-6.827,0.184,130.013,0.412,0.711
6366,-8.489,0.0135,102.484,0.523,0.714
6369,-3.534,0.000521,149.993,0.938,0.436
6370,-5.11,0.0194,75.229,0.641,0.42
6372,-5.092,0.0736,92.943,0.798,0.608
6374,-7.56,0.0535,110.04,0.672,0.659
6376,-9.639,0.0961,148.017,0.579,0.705
6381,-4.548,0.00106,119.997,0.871,0.656
6382,-5.181,0.0172,144.991,0.814,0.625
6383,-9.411,0.00558,118.034,0.77,0.702
6384,-5.846,0.00016,120.125,0.824,0.5
6385,-7.726,0.236,145.001,0.532,0.563
6386,-4.573,0.000965,149.877,0.929,0.361
6387,-12.401,0.767,117.001,0.388,0.691
6390,-5.745,0.431,98.523,0.444,0.393
6391,-5.206,0.000329,120.102,0.928,0.543
6392,-5.629,0.761,73.457,0.554,0.605
6394,-8.373,0.394,130.048,0.393,0.707
6395,-6.774,0.759,124.022,0.595,0.663
6397,-3.306,0.191,90.004,0.819,0.678
6398,-9.338,0.174,113.958,0.52,0.782
6399,-2.652,0.11,93.989,0.86,0.737
6400,-4.105,9.54e-06,137.731,0.987,0.451
6401,-8.708,0.0425,145.022,0.348,0.639
6402,-4.02,0.354,86.482,0.504,0.534
6405,-6.671,0.219,74.984,0.658,0.58
6406,-5.322,0.07,146.113,0.714,0.556
6409,-7.392,0.431,122.991,0.757,0.544
6410,-9.351,0.297,107.814,0.631,0.683
6411,-4.95,0.643,113.82,0.465,0.599
6412,-6.279,0.0372,130.027,0.671,0.719
6413,-4.833,0.00483,143.929,0.718,0.636
6414,-7.298,0.605,82.79,0.444,0.432
6418,-8.238,0.232,172.076,0.462,0.573
6421,-4.972,0.0654,122.017,0.705,0.664
6422,-8.736,0.00146,113.937,0.39,0.6
6426,-10.299,0.618,106.012,0.529,0.611
6427,-2.18,0.515,140.141,0.74,0.736
6428,-5.679,0.441,146.998,0.678,0.696
6429,-2.951,0.181,84.139,0.723,0.377
6430,-13.53,0.813,93.025,0.274,0.635
6431,-7.177,0.00493,108.992,0.514,0.797
6432,-9.359,0.0487,105.032,0.596,0.769
6433,-6.603,0.000162,153.059,0.993,0.407
6434,-4.008,0.408,137.688,0.913,0.454
6438,-5.294,0.0485,107.987,0.734,0.696
6439,-6.556,0.0366,97.973,0.614,0.765
6443,-13.341,0.888,140.07,0.288,0.636
6444,-4.891,0.00269,108.033,0.656,0.581
6446,-6.132,0.501,138.007,0.652,0.626
6450,-8.532,0.18,155.583,0.601,0.594
6451,-4.576,0.223,78.974,0.689,0.655
6452,-6.589,0.102,115.904,0.738,0.726
6456,-5.856,0.12,111.938,0.561,0.641
6457,-8.452,0.217,101.017,0.608,0.781
6460,-2.704,0.00173,124.071,0.975,0.613
6461,-5.545,0.0772,139.968,0.725,0.709
6462,-2.659,0.00382,126.011,0.975,0.7
6463,-3.106,0.0214,154.004,0.991,0.558
6466,-8.287,0.0807,114.009,0.555,0.641
6467,-3.398,0.0338,119.963,0.861,0.663
6468,-7.87,0.283,134.959,0.632,0.754
6469,-4.853,0.000176,137.936,0.879,0.573
6474,-3.428,0.231,115.006,0.696,0.767
6476,-8.677,0.00841,78.805,0.462,0.594
6478,-9.461,0.0678,85.012,0.521,0.588
6480,-6.143,0.235,121.876,0.663,0.834
6481,-8.205,0.14,127.916,0.65,0.722
6483,-7.822,0.476,139.768,0.546,0.61
6485,-8.424,0.0721,149.146,0.534,0.754
6487,-15.25,0.816,114.82,0.275,0.593
6489,-6.529,0.101,119.896,0.741,0.72
6490,-9.789,0.0442,119.982,0.727,0.751
6491,-7.513,0.447,102.998,0.52,0.741
6492,-8.284,0.768,74.953,0.328,0.629
6494,-8.157,0.0481,139.089,0.757,0.47
6499,-6.219,0.0158,99.702,0.626,0.43
6500,-10.983,0.68,150.047,0.387,0.623
6502,-8.393,0.0118,135.053,0.658,0.593
6504,-5.548,0.0381,107.025,0.839,0.837
6505,-5.635,0.0408,124.995,0.959,0.694
6506,-2.233,0.304,86.025,0.617,0.509
6507,-7.086,0.67,86.066,0.415,0.587
6508,-6.123,0.00314,131.934,0.585,0.647
6509,-4.023,0.446,172.041,0.784,0.603
6510,-7.797,0.0955,114.959,0.677,0.682
6511,-10.615,0.684,89.061,0.404,0.555
6512,-10.603,0.389,91.959,0.328,0.625
6513,-3.893,0.442,90.037,0.676,0.541
6515,-6.052,0.479,135.951,0.598,0.552
6518,-11.776,0.689,110.862,0.378,0.439
6521,-6.278,0.48,138.014,0.441,0.881
6531,-8.427,0.52,105.016,0.396,0.781
6532,-5.872,0.127,104.956,0.651,0.719
6533,-5.651,0.00189,132.001,0.831,0.703
6534,-7.239,0.899,94.043,0.43,0.902
6535,-4.249,0.00531,99.934,0.899,0.708
6536,-8.166,0.0297,104.97,0.545,0.461
6537,-7.929,0.0207,104.943,0.534,0.591
6541,-5.825,0.00126,121.951,0.704,0.487
6542,-7.136,0.758,124.749,0.592,0.711
6544,-9.435,0.115,154.042,0.956,0.568
6545,-4.846,0.424,105.04,0.828,0.799
6546,-7.496,0.697,142.921,0.494,0.708
6547,-3.015,0.19,89.938,0.71,0.505
6548,-10.654,0.0183,149.872,0.55,0.544
6549,-10.596,0.0176,150.038,0.543,0.532
6550,-4.745,0.0073,130.063,0.685,0.678
6552,-5.04,0.137,79.488,0.755,0.463
6555,-6.17,0.00928,120.311,0.782,0.528
6556,-9.178,0.0312,115.97,0.545,0.615
6557,-4.126,3.2e-05,133.017,0.988,0.465
6560,-5.427,0.238,150.04,0.96,0.34
6561,-1.421,0.343,150.075,0.864,0.507
6562,-4.565,0.577,121.15,0.606,0.448
6568,-2.48,0.184,81.02,0.974,0.716
6570,-6.077,0.127,107.998,0.881,0.8
6573,-3.231,1.66e-06,128.011,0.918,0.801
6579,-7.379,0.383,147.805,0.518,0.472
6580,-7.163,0.111,133.629,0.525,0.586
6581,-5.462,0.0826,95.018,0.705,0.598
6590,-5.005,0.633,149.966,0.859,0.59
6592,-9.806,0.842,92.962,0.473,0.655
6593,-4.583,0.0576,132.992,0.933,0.733
6596,-4.506,0.356,121.956,0.743,0.778
6597,-5.799,0.102,100.013,0.779,0.622
6598,-7.564,0.0968,145.038,0.541,0.841
6599,-16.858,0.629,149.945,0.384,0.664
6600,-7.142,0.00942,110.999,0.938,0.735
6601,-4.687,0.00772,119.997,0.782,0.708
6607,-5.655,0.686,169.897,0.821,0.657
6608,-6.043,0.0158,117.052,0.613,0.825
6609,-8.698,0.0253,173.083,0.621,0.473
6611,-12.466,0.89,91.116,0.161,0.641
6613,-10.668,0.23,85.486,0.582,0.688
6616,-11.731,0.799,80.259,0.136,0.558
6617,-4.755,0.0512,127.964,0.894,0.604
6618,-6.905,0.137,111.979,0.644,0.68
6619,-7.596,0.186,85.03,0.532,0.548
6620,-5.573,0.000422,125.003,0.892,0.636
6623,-3.536,0.0191,92.034,0.793,0.559
6624,-5.144,0.193,144.952,0.707,0.665
6625,-5.093,0.028,115.031,0.723,0.849
6627,-4.6,0.177,98.995,0.86,0.61
6643,-4.521,0.0123,123.95,0.793,0.793
6655,-3.692,0.193,112.009,0.632,0.856
6656,-5.22,0.019,75.05,0.695,0.689
6658,-5.084,0.222,124.015,0.747,0.621
6661,-4.506,0.598,76.928,0.772,0.721
6662,-3.857,0.00173,145.965,0.901,0.42
6664,-6.447,0.0084,140.047,0.962,0.46
6665,-9.931,0.265,118.019,0.64,0.74
6667,-12.255,0.00168,125.166,0.622,0.623
6669,-6.569,0.237,162.22,0.743,0.615
6670,-8.957,0.198,119.992,0.419,0.846
6673,-4.402,0.0916,109.725,0.609,0.828
6674,-17.582,0.887,120.066,0.274,0.616
6675,-3.758,0.161,130.093,0.968,0.812
6676,-4.863,0.0303,129.939,0.82,0.668
6677,-3.758,0.161,130.093,0.968,0.812
6678,-8.38,0.519,94.742,0.534,0.362
6680,-7.583,0.397,78.031,0.476,0.392
6682,-5.303,0.0237,126.017,0.847,0.627
6684,-3.947,0.00252,79.967,0.726,0.609
6685,-2.827,0.000478,118.989,0.89,0.612
6687,-5.441,0.583,159.983,0.666,0.663
6688,-8.447,0.251,135.95,0.525,0.654
6689,-9.744,0.0644,120.151,0.492,0.828
6693,-4.527,0.127,113.99,0.927,0.656
6694,-4.175,0.0469,128.062,0.886,0.665
6695,-6.83,0.222,104.985,0.598,0.705
6697,-5.185,0.00928,169.881,0.754,0.368
6698,-5.287,0.343,154.825,0.903,0.759
6699,-8.571,0.35,76.986,0.415,0.883
6700,-7.043,0.361,88.794,0.551,0.466
6706,-5.856,0.0296,76.96,0.422,0.569
6707,-5.498,0.175,110.001,0.917,0.833
6710,-9.648,0.0709,156.042,0.65,0.592
6712,-3.724,0.00379,119.975,0.783,0.751
6713,-4.403,0.256,123.768,0.594,0.492
6714,-6.26,0.0501,128.993,0.716,0.733
6718,-2.892,0.00288,109.985,0.723,0.755
6722,-2.986,0.0649,150.147,0.753,0.404
6725,-4.819,0.0624,105.017,0.861,0.545
6726,-5.407,0.469,175.686,0.445,0.418
6728,-5.731,0.411,128.073,0.593,0.574
6729,-9.364,0.558,109.921,0.42,0.505
6730,-3.387,0.0932,170.041,0.873,0.344
6732,-5.212,0.159,84.033,0.752,0.54
6733,-3.241,0.0348,121.212,0.639,0.734
6735,-7.063,0.0347,124.857,0.577,0.669
6738,-11.75,0.653,143.767,0.509,0.479
6739,-9.612,0.717,116.988,0.63,0.361
6741,-6.372,0.00512,129.995,0.746,0.682
6743,-7.627,0.00543,120.041,0.797,0.611
6744,-4.997,0.044,127.49,0.987,0.769
6745,-6.439,0.0104,118.159,0.67,0.588
6746,-6.742,0.562,123.075,0.553,0.598
6747,-4.691,0.0102,166.018,0.619,0.605
6749,-10.596,0.000441,119.989,0.73,0.578
6750,-14.291,0.849,93.358,0.327,0.394
6753,-3.346,0.0781,149.935,0.904,0.673
6754,-6.297,0.077,170.138,0.616,0.58
6755,-7.729,0.0715,118.974,0.528,0.785
6756,-6.361,0.224,100.035,0.555,0.77
6757,-8.485,0.767,121.885,0.406,0.688
6761,-5.837,0.063,114.96,0.669,0.794
6766,-8.03,0.227,96.917,0.543,0.82
6768,-4.784,0.141,150.1,0.829,0.503
6769,-8.412,0.00277,123.296,0.834,0.566
6777,-18.558,0.0824,89.963,0.329,0.548
6781,-5.736,0.368,110.545,0.567,0.334
6782,-5.999,0.948,82.965,0.293,0.481
6783,-6.847,0.107,104.972,0.831,0.71
6786,-6.217,0.0158,77.935,0.615,0.424
6787,-8.111,0.0643,95.115,0.547,0.488
6789,-4.51,0.0417,108.02,0.848,0.723
6790,-5.654,0.0698,122.949,0.571,0.659
6791,-7.066,0.847,129.953,0.57,0.734
6793,-9.037,0.747,73.801,0.427,0.599
6796,-6.542,0.0191,156.957,0.648,0.55
6797,-5.098,0.271,79.918,0.61,0.498
6798,-9.924,0.265,160.125,0.673,0.495
6799,-10.54,0.477,131.468,0.672,0.478
6800,-11.564,0.97,109.541,0.294,0.339
6803,-7.749,0.0842,94.984,0.717,0.837
6805,-5.094,0.38,165.959,0.71,0.645
6807,-9.96,0.787,145.675,0.357,0.428
6810,-2.816,0.298,172.038,0.948,0.765
6816,-9.675,0.511,106.027,0.512,0.631
6817,-10.489,0.295,76.004,0.446,0.639
6818,-3.08,0.000262,119.988,0.928,0.594
6821,-5.595,0.192,87.436,0.678,0.292
6822,-7.892,0.289,166.99,0.515,0.554
6824,-3.793,0.0434,165.0,0.922,0.537
6826,-4.351,0.139,90.04,0.634,0.711
6827,-12.703,0.885,141.399,0.338,0.415
6831,-7.621,0.0758,114.998,0.728,0.693
6832,-6.057,0.0191,104.721,0.66,0.498
6834,-3.554,0.111,135.095,0.978,0.554
6836,-9.689,0.547,147.557,0.338,0.395
6837,-5.363,0.139,82.964,0.656,0.703
6838,-4.817,0.212,149.877,0.553,0.447
6839,-3.874,0.0341,139.988,0.861,0.634
6840,-8.645,0.32,81.043,0.37,0.641
6843,-5.531,0.717,112.028,0.609,0.604
6844,-11.304,0.919,100.111,0.248,0.692
6845,-16.536,0.487,107.994,0.241,0.704
6847,-6.754,0.179,118.305,0.483,0.45
6851,-6.175,0.0183,139.967,0.777,0.469
6853,-6.502,0.839,110.011,0.267,0.567
6854,-6.784,0.565,157.027,0.762,0.635
6855,-6.442,0.0175,120.013,0.574,0.669
6856,-9.259,0.721,130.024,0.541,0.69
6857,-10.348,0.471,128.044,0.352,0.69
6858,-9.542,0.79,113.809,0.347,0.552
6861,-6.373,0.0324,173.978,0.677,0.517
6862,-10.459,0.0306,149.975,0.582,0.679
6864,-3.715,0.0711,173.935,0.735,0.465
6865,-4.272,0.154,144.105,0.668,0.699
6866,-9.448,0.291,89.018,0.714,0.666
6867,-8.847,0.493,110.078,0.493,0.806
6868,-4.497,0.00665,104.496,0.761,0.661
6870,-6.621,0.469,113.945,0.578,0.672
6872,-5.393,0.365,98.014,0.712,0.733
6874,-6.681,0.0577,140.051,0.644,0.617
6875,-3.825,0.0392,146.996,0.639,0.833
6881,-10.594,0.24,78.138,0.384,0.487
6882,-5.58,0.00696,105.992,0.794,0.604
6883,-4.37,0.00437,93.986,0.877,0.49
6884,-7.993,0.0498,151.974,0.446,0.708
6885,-7.534,0.458,110.036,0.448,0.753
6886,-7.693,0.0144,99.974,0.697,0.746
6887,-5.015,0.0183,110.002,0.809,0.769
6888,-12.696,0.787,80.111,0.227,0.412
6889,-8.911,0.0567,103.041,0.394,0.7
6890,-6.489,0.108,91.976,0.698,0.71
6891,-7.359,0.702,144.99,0.483,0.617
6892,-8.214,0.162,165.736,0.596,0.55
6893,-10.189,0.747,110.158,0.418,0.607
6894,-3.112,0.17,112.914,0.84,0.662
6896,-8.301,0.428,106.818,0.554,0.61
6897,-9.203,0.419,135.671,0.481,0.752
6899,-13.878,0.498,122.979,0.469,0.558
6900,-9.003,0.0255,125.027,0.591,0.677
6901,-3.198,0.00919,98.068,0.951,0.518
6902,-4.487,0.00774,164.032,0.852,0.466
6903,-3.169,0.00612,92.078,0.859,0.417
6904,-4.799,0.693,112.104,0.621,0.718
6905,-7.916,0.559,102.049,0.551,0.859
6906,-4.997,0.204,172.142,0.611,0.62
6907,-3.678,0.000522,99.998,0.789,0.516
6909,-4.402,0.0242,115.034,0.827,0.596
6911,-7.374,0.393,113.927,0.634,0.704
6913,-5.902,0.111,107.005,0.582,0.902
6916,-11.576,0.897,117.953,0.196,0.423
6917,-6.385,0.293,165.076,0.642,0.666
6922,-5.248,0.101,82.498,0.643,0.759
6924,-9.007,0.128,121.937,0.445,0.73
6932,-7.002,0.0179,100.029,0.6,0.559
6933,-7.372,0.0835,145.562,0.582,0.371
6934,-6.208,0.217,124.988,0.513,0.806
6937,-14.256,0.453,119.416,0.26,0.668
6938,-14.256,0.453,119.416,0.26,0.668
6939,-12.269,0.549,119.954,0.298,0.591
6941,-15.61,0.417,173.325,0.666,0.499
6947,-8.056,0.818,78.324,0.51,0.585
6951,-6.616,0.0361,100.008,0.672,0.606
6953,-12.708,0.317,139.931,0.461,0.421
6956,-7.779,0.161,104.059,0.479,0.87
6957,-12.184,0.776,83.57,0.227,0.532
6958,-11.109,0.89,108.008,0.233,0.731
6959,-4.569,0.0183,113.023,0.8,0.535
6961,-12.432,0.366,156.005,0.492,0.632
6963,-4.456,0.0368,120.005,0.82,0.672
6965,-7.781,0.92,79.983,0.459,0.563
6966,-7.119,0.873,84.988,0.355,0.646
6969,-12.691,0.0226,170.826,0.736,0.303
6971,-10.481,0.573,122.063,0.221,0.556
6975,-11.807,0.0108,129.062,0.445,0.492
6976,-6.068,0.0448,144.654,0.664,0.574
6977,-7.516,0.201,132.77,0.663,0.64
6980,-8.569,0.103,122.054,0.61,0.797
6983,-6.091,0.13,119.92,0.745,0.826
6984,-7.873,0.105,79.962,0.598,0.629
6987,-0.818,0.0136,128.129,0.965,0.882
6989,-6.961,0.632,97.07,0.448,0.513
6994,-6.96,0.0336,95.091,0.736,0.631
6996,-16.765,0.367,154.924,0.482,0.543
6997,-13.313,0.92,100.253,0.433,0.392
7007,-7.289,0.827,116.332,0.308,0.437
7017,-7.556,0.142,145.111,0.538,0.59
7022,-7.257,0.588,143.921,0.532,0.499
7024,-5.69,0.0012,112.542,0.719,0.674
7026,-3.681,0.0141,104.003,0.714,0.745
7027,-3.374,0.0735,99.943,0.876,0.624
7028,-6.765,0.742,119.854,0.403,0.364
7033,-10.05,0.0655,79.975,0.514,0.647
7042,-6.267,0.456,142.028,0.78,0.705
7044,-4.597,0.202,109.973,0.797,0.843
7045,-16.541,0.72,118.917,0.235,0.498
7046,-6.844,0.177,139.963,0.591,0.684
7048,-7.777,0.608,134.014,0.588,0.758
7050,-8.217,0.552,144.015,0.503,0.667
7051,-5.569,0.185,153.96,0.741,0.601
7052,-4.191,0.0165,114.981,0.806,0.791
7056,-5.656,0.0658,130.099,0.643,0.631
7057,-5.984,0.0134,103.053,0.834,0.679
7058,-9.15,0.154,139.976,0.68,0.607
7059,-7.201,0.000736,117.988,0.753,0.738
7060,-4.311,0.016,122.015,0.887,0.807
7063,-6.402,0.484,68.156,0.586,0.382
7065,-7.908,0.0026,108.028,0.632,0.53
7066,-3.487,0.000306,155.967,0.951,0.409
7067,-9.655,0.02,119.528,0.491,0.749
7072,-6.361,0.18,97.537,0.583,0.758
7073,-6.521,0.0343,110.018,0.602,0.819
7074,-6.825,0.568,124.959,0.541,0.851
7076,-11.153,0.833,131.667,0.439,0.557
7077,-8.127,0.279,99.905,0.363,0.627
7080,-5.204,0.00123,134.034,0.879,0.636
7081,-8.035,0.23,103.96,0.499,0.741
7083,-10.004,0.177,119.695,0.434,0.51
7085,-8.185,0.228,81.967,0.498,0.665
7088,-0.503,0.00114,145.051,0.992,0.467
7090,-1.477,0.000661,128.024,0.955,0.725
7093,-13.345,0.788,112.033,0.309,0.372
7095,-7.108,0.0535,109.981,0.66,0.786
7097,-9.257,0.44,118.019,0.589,0.484
7101,-17.165,0.91,124.363,0.0989,0.601
7102,-5.961,0.129,118.002,0.642,0.664
7103,-8.902,0.0204,77.427,0.506,0.609
7104,-6.155,0.302,84.846,0.587,0.48
7105,-4.462,0.00697,126.092,0.669,0.552
7107,-4.901,0.904,71.869,0.347,0.847
7108,-9.798,0.731,74.028,0.301,0.758
7109,-6.706,0.566,96.784,0.454,0.545
7110,-5.337,0.0806,123.982,0.839,0.817
7111,-6.746,0.328,99.998,0.689,0.766
7112,-3.392,0.274,99.988,0.877,0.558
7113,-14.377,0.444,87.111,0.449,0.469
7114,-8.377,0.00858,139.064,0.579,0.478
7115,-7.631,0.07,82.947,0.452,0.594
7116,-5.665,0.0313,130.086,0.677,0.483
7118,-3.875,0.456,150.068,0.653,0.548
7119,-12.304,0.821,138.263,0.522,0.739
7124,-5.376,0.0302,119.986,0.689,0.617
7127,-7.582,0.806,79.997,0.518,0.771
7129,-7.414,0.243,146.033,0.534,0.566
7130,-7.125,0.0238,79.996,0.61,0.577
7131,-3.642,0.153,149.939,0.862,0.631
7134,-8.789,0.869,171.361,0.295,0.298
7136,-12.556,0.0143,145.967,0.402,0.746
7137,-2.293,0.331,138.091,0.904,0.598
7138,-14.083,0.882,80.824,0.137,0.458
7140,-3.17,0.102,97.967,0.803,0.574
7142,-5.049,0.679,108.052,0.797,0.579
7146,-6.608,0.00703,98.037,0.765,0.575
7152,-8.492,0.0671,98.483,0.384,0.848
7154,-6.924,0.12,151.947,0.511,0.81
7156,-6.638,0.000282,150.011,0.621,0.908
7159,-3.586,0.718,83.648,0.904,0.415
7160,-9.465,0.86,116.556,0.364,0.548
7162,-6.131,0.597,108.88,0.49,0.72
7164,-5.081,0.599,79.895,0.899,0.494
7165,-11.575,0.855,77.765,0.204,0.507
7166,-10.072,0.889,127.413,0.328,0.674
7169,-4.343,0.0654,84.786,0.873,0.421
7174,-3.004,0.00609,139.956,0.836,0.636
7175,-8.597,0.324,104.0,0.603,0.565
7176,-5.871,0.354,159.91,0.557,0.616
7177,-3.845,0.00506,120.049,0.834,0.665
7178,-10.237,0.705,103.974,0.31,0.647
7180,-7.355,0.536,89.792,0.385,0.522
7181,-2.749,0.191,100.015,0.792,0.687
7184,-7.984,0.00154,118.031,0.462,0.765
7185,-10.99,0.969,70.499,0.119,0.467
7190,-4.811,0.0982,130.158,0.896,0.562
7191,-4.53,0.22,114.028,0.783,0.824
7192,-7.895,0.845,81.899,0.317,0.407
7193,-3.027,0.0899,104.017,0.833,0.906
7194,-8.898,0.0427,123.474,0.716,0.817
7196,-6.203,0.162,140.095,0.751,0.721
7197,-6.086,0.475,98.008,0.76,0.653
7201,-2.447,0.261,106.948,0.672,0.592
7203,-8.396,0.665,105.076,0.42,0.779
7205,-4.628,0.108,75.025,0.768,0.657
7207,-8.844,0.302,161.963,0.434,0.529
7208,-6.512,0.659,142.06,0.628,0.683
7209,-5.283,0.234,116.882,0.84,0.533
7210,-6.313,0.291,90.003,0.65,0.701
7212,-5.088,0.572,97.056,0.661,0.651
7213,-4.463,0.0693,140.013,0.689,0.755
7216,-10.302,0.856,167.412,0.271,0.434
7217,-7.028,0.0664,116.109,0.697,0.741
7218,-10.158,0.876,160.019,0.227,0.519
7219,-2.666,0.00475,95.975,0.922,0.527
7220,-3.158,0.168,122.953,0.874,0.734
7222,-17.927,0.967,116.078,0.134,0.778
7225,-12.938,0.952,72.246,0.179,0.445
7226,-7.298,0.543,159.989,0.621,0.572
7228,-5.005,0.133,121.977,0.836,0.697
7229,-10.795,0.538,111.145,0.668,0.704
7231,-4.802,0.0738,173.968,0.785,0.504
7232,-4.039,0.0639,77.01,0.892,0.553
7233,-7.844,0.88,83.101,0.413,0.597
7235,-9.802,0.561,91.79,0.532,0.61
7236,-7.002,0.00369,119.954,0.545,0.8
7237,-6.978,0.289,91.053,0.589,0.668
7238,-5.021,0.0198,87.989,0.732,0.645
7239,-4.747,0.198,103.984,0.792,0.795
7241,-6.9,0.44,80.87,0.525,0.761
7243,-9.965,0.649,147.099,0.55,0.633
7244,-9.348,0.0841,90.024,0.396,0.732
7246,-5.487,0.145,114.989,0.575,0.798
7247,-6.725,0.154,137.961,0.321,0.526
7249,-7.82,0.0235,95.003,0.653,0.575
7250,-7.403,0.0617,75.012,0.716,0.55
7251,-5.931,0.0124,125.037,0.738,0.665
7252,-7.781,0.392,97.02,0.397,0.72
7253,-6.098,0.0484,149.982,0.671,0.59
7254,-4.251,0.0141,138.009,0.861,0.61
7255,-6.376,0.00397,129.989,0.873,0.613
7258,-6.591,0.129,99.029,0.55,0.613
7259,-11.841,0.962,120.875,0.32,0.572
7260,-3.511,0.000703,72.203,0.862,0.353
7261,-10.421,0.722,101.489,0.406,0.62
7263,-9.914,0.198,137.764,0.545,0.592
7265,-3.519,0.133,139.926,0.631,0.743
7267,-6.593,0.0568,144.975,0.721,0.546
7269,-3.933,0.0623,99.961,0.565,0.791
7270,-6.817,0.0492,143.994,0.533,0.557
7272,-5.81,0.245,174.705,0.523,0.34
7273,-9.312,0.0786,80.121,0.423,0.439
7274,-9.776,0.509,88.01,0.274,0.757
7277,-9.966,0.805,140.962,0.36,0.777
7278,-8.067,0.214,79.521,0.445,0.491
7280,-5.017,0.0622,149.996,0.639,0.715
7281,-5.552,0.0922,147.834,0.552,0.708
7283,-4.453,0.394,130.045,0.913,0.891
7284,-6.371,0.577,77.278,0.487,0.488
7285,-3.022,0.241,165.054,0.931,0.529
7286,-8.426,0.103,111.999,0.488,0.817
7288,-4.793,0.061,115.728,0.913,0.574
7289,-5.268,0.319,102.033,0.769,0.592
7290,-5.933,0.528,146.864,0.628,0.642
